260	1
380	4
430	15
960	61
2530	254
7910	999
27510	4119
99230	16292
366520	66399
1363960	262822
4673750	1045928
19606920	4184416
86776180	16791777
385177260	66947909
1622063300	268641782
6671650410	1073157845
27020822480	4297369332
108450569320	17177451250
