2	2167
4	2460
8	2660
16	3250
32	4550
64	8690
128	87380
256	20130
512	203990
1024	288030
2048	355820
4096	603860
8192	1040040
16384	1893550
32768	3658120
65536	7050410
131072	14778230
262144	30280670
