2	260
4	380
8	430
16	960
32	2530
64	7910
128	27510
256	99230
512	366520
1024	1363960
2048	4673750
4096	19606920
8192	86776180
16384	385177260
32768	1622063300
65536	6671650410
131072	27020822480
262144	108450569320
