220	1
260	4
520	15
980	61
2500	254
7960	999
26400	4119
366760	16292
620150	66399
1425530	262822
4418730	1045928
18947570	4184416
86225440	16791777
380136710	66947909
1588117150	268641782
6535713980	1073157845
26339339420	4297369332
105677923190	17177451250
