2167	1
2460	4
2660	12
3250	31
4550	76
8690	184
87380	427
20130	968
203990	2174
288030	4829
355820	10626
603860	23144
1040040	55197
1893550	107576
3658120	230209
7050410	489184
14778230	1040787
30280670	2208547
