250	1
430	4
520	15
690	61
1030	254
1870	999
29330	4119
11110	16292
134860	66399
358090	262822
775300	1045928
3081230	4184416
8815130	16791777
34495280	66947909
136945650	268641782
542267410	1073157845
2170527670	4297369332
8672209820	17177451250
