2	1
4	4
8	15
16	61
32	254
64	999
128	4119
256	16292
512	66399
1024	262822
2048	1045928
4096	4184416
8192	16791777
16384	66947909
32768	268641782
65536	1073157845
131072	4297369332
262144	17177451250
