2	250
4	430
8	520
16	690
32	1030
64	1870
128	4112
256	11110
512	134860
1024	358090
2048	775300
4096	3081230
8192	8815130
16384	34495280
32768	136945650
65536	542267410
131072	2170527670
262144	8672209820
