2	220
4	260
8	520
16	980
32	2500
64	7960
128	26400
256	366760
512	620150
1024	1425530
2048	4418730
4096	18947570
8192	86225440
16384	380136710
32768	1588117150
65536	6535713980
131072	26339339420
262144	105677923190
